comment_id,comment_text,account_age_days,posting_frequency_per_min,similarity_to_trending,engagement_rate,is_it_cell,cleaned_text,scaled_age,scaled_frequency,scaled_similarity
C0280,What a great performance by the team. Very happy with the result. ...,660,0.4,0.118,22.38,0,what a great performance by the team very happy with the result,0.35165421558164356,-0.9481353009718134,0.118
C0281,Just finished reading this book. Highly recommend it to everyone. ...,952,0.63,0.253,13.19,0,just finished reading this book highly recommend it to everyone,0.5074706510138741,-0.9118994259907535,0.253
C0282,Follow my account for free premium tips and tricks. Guaranteed success! #ALERT,7,10.69,0.734,31.52,1,follow my account for free premium tips and tricks guaranteed success #alert,0.0032017075773746,0.6730262362243049,0.734
C0283,Boycott this movie! It hurts community sentiments! #BoycottTrending,83,9.25,0.888,23.73,1,boycott this movie it hurts community sentiments #boycotttrending,0.04375667022411953,0.4461581493863642,0.888
C0284,Does anyone know if the local train is running on schedule today?,831,0.05,0.242,13.73,0,does anyone know if the local train is running on schedule today,0.44290288153681967,-1.0032768498560352,0.242
C0285,What a great performance by the team. Very happy with the result.,1199,0.05,0.359,11.3,0,what a great performance by the team very happy with the result,0.6392742796157952,-1.0032768498560352,0.359
C0286,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #JOINNOW,5,8.25,0.877,26.2,1,amazing offer get free crypto now click link below #joinnow,0.0021344717182497333,0.28861086686001647,0.877
C0287,Earn passive income easily. Sign up using code BOT999. Real cash!,18,9.4,0.777,28.25,1,earn passive income easily sign up using code bot real cash,0.009071504802561366,0.4697902417653165,0.777
C0288,Earn passive income easily. Sign up using code BOT999. Real cash!,36,11.88,1.0,35.79,1,earn passive income easily sign up using code bot real cash,0.018676627534685165,0.860507502430659,1.0
C0289,Earn passive income easily. Sign up using code BOT999. Real cash!,26,13.23,0.933,40.34,1,earn passive income easily sign up using code bot real cash,0.013340448239060833,1.0731963338412285,0.933
C0290,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!!,8,7.64,0.996,21.39,1,amazing offer get free crypto now click link below,0.0037353255069370334,0.19250702451894428,0.996
C0291,Boycott this movie! It hurts community sentiments! #BoycottTrending #MUSTWATCH,33,13.19,0.792,37.31,1,boycott this movie it hurts community sentiments #boycotttrending #mustwatch,0.017075773745997867,1.0668944425401743,0.792
C0292,The customer service was really helpful and sorted my issue in 5 minutes.,928,0.63,0.311,14.27,0,the customer service was really helpful and sorted my issue in minutes,0.4946638207043757,-0.9118994259907535,0.311
C0293,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,64,5.26,0.688,18.09,1,support this leader for better future do not trust the opposition #victory,0.0336179295624333,-0.18245550789376336,0.688
C0294,This is completely fake! Stop spreading negative rumors immediately! #ALERT,44,14.28,0.764,42.63,1,this is completely fake stop spreading negative rumors immediately #alert,0.02294557097118463,1.2386209804938932,0.764
C0295,Unbelievable development! Best leader of all time! Truly visionary leadership! #JOINNOW,52,12.48,0.677,29.77,1,unbelievable development best leader of all time truly visionary leadership #joinnow,0.0272145144076841,0.9550358719464676,0.677
C0296,"This recipe looks delicious, definitely trying it out this Sunday! 👍",142,0.23,0.305,4.24,0,this recipe looks delicious definitely trying it out this sunday,0.0752401280683031,-0.9749183390012924,0.305
C0297,Earn passive income easily. Sign up using code BOT999. Real cash!,15,10.79,0.997,34.25,1,earn passive income easily sign up using code bot real cash,0.007470651013874066,0.6887809644769396,0.997
C0298,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,29,3.0,0.718,11.23,1,this is the best government in history clean sweep in next elections #propagandacampaign,0.014941302027748132,-0.5385123664033092,0.718
C0299,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026 #ALERT,20,16.5,0.633,40.31,1,support this leader for better future do not trust the opposition #victory #alert,0.010138740661686232,1.5883759477023855,0.633
C0300,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1209,1.23,0.288,14.82,0,honestly i think the movie was slightly overrated but the acting was top tier,0.6446104589114194,-0.8173710564749449,0.288
C0301,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #ALERT,51,10.99,0.847,29.36,1,amazing offer get free crypto now click link below #alert,0.026680896478121666,0.7202904209822094,0.847
C0302,What a great performance by the team. Very happy with the result.,1021,0.49,0.055,7.65,0,what a great performance by the team very happy with the result,0.544290288153682,-0.9339560455444421,0.055
C0303,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #ALERT,12,8.06,0.822,28.73,1,amazing offer get free crypto now click link below #alert,0.005869797225186767,0.2586768831800105,0.822
C0304,The customer service was really helpful and sorted my issue in 5 minutes.,1167,0.05,0.051,16.7,0,the customer service was really helpful and sorted my issue in minutes,0.6221985058697973,-1.0032768498560352,0.051
C0305,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #ALERT,17,11.46,0.781,29.89,1,click here to earn daily working from home real link in bio #alert,0.008537886872998933,0.7943376437695929,0.781
C0306,"I'm not sure if this is correct, but let's see how it goes.",1020,1.05,0.172,12.8,0,im not sure if this is correct but lets see how it goes,0.5437566702241196,-0.8457295673296874,0.172
C0307,"This recipe looks delicious, definitely trying it out this Sunday!",425,0.92,0.142,9.11,0,this recipe looks delicious definitely trying it out this sunday,0.22625400213447172,-0.8662107140581126,0.142
C0308,This channel is biased and spreading fake propaganda. Ban them!,31,12.25,0.815,35.7,1,this channel is biased and spreading fake propaganda ban them,0.016008537886873,0.9187999969654075,0.815
C0309,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,52,10.86,0.848,31.05,1,support #leader now share this message to groups now,0.0272145144076841,0.699809274253784,0.848
C0310,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!!,16,6.81,0.651,19.15,1,amazing offer get free crypto now click link below,0.0080042689434365,0.06174278002207564,0.651
C0311,Struggling with coding errors all day... need a break lol.,512,0.77,0.121,18.24,0,struggling with coding errors all day need a break lol,0.27267876200640345,-0.8898428064370647,0.121
C0312,Can someone explain how to solve the 3rd question in the ML assignment?,530,0.58,0.066,22.73,0,can someone explain how to solve the rd question in the ml assignment,0.2822838847385273,-0.9197767901170708,0.066
C0313,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #ALERT,27,14.1,0.712,37.84,1,the truth has been exposed watch this video before it gets deleted #alert,0.013874066168623266,1.2102624696391509,0.712
C0314,Beautiful weather today. Going out for a cup of coffee.,981,0.87,0.312,4.32,0,beautiful weather today going out for a cup of coffee,0.5229455709711847,-0.87408807818443,0.312
C0315,Boycott this movie! It hurts community sentiments! #BoycottTrending,15,13.07,0.789,44.66,1,boycott this movie it hurts community sentiments #boycotttrending,0.007470651013874066,1.0479887686370126,0.789
C0316,"Haha that is so funny, thanks for making my day! haha",478,0.99,0.318,9.23,0,haha that is so funny thanks for making my day haha,0.25453575240128073,-0.8551824042812682,0.318
C0317,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1027,0.99,0.112,10.98,0,honestly i think the movie was slightly overrated but the acting was top tier,0.5474919957310567,-0.8551824042812682,0.112
C0318,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,3,7.6,0.715,22.09,1,the truth has been exposed watch this video before it gets deleted,0.0010672358591248669,0.18620513321789037,0.715
C0319,This is completely fake! Stop spreading negative rumors immediately!,22,11.21,0.828,27.26,1,this is completely fake stop spreading negative rumors immediately,0.011205976520811099,0.754950823138006,0.828
C0320,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #ALERT,64,13.85,1.0,32.91,1,click here to earn daily working from home real link in bio #alert,0.0336179295624333,1.1708756490075638,1.0
C0321,Beautiful weather today. Going out for a cup of coffee.,306,0.71,0.345,10.7,0,beautiful weather today going out for a cup of coffee,0.16275346851654215,-0.8992956433886456,0.345
C0322,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,2,18.91,0.867,52.4,1,the truth has been exposed watch this video before it gets deleted,0.0005336179295624333,1.9680648985908837,0.867
C0323,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026 #JOINNOW,6,8.04,0.876,22.06,1,support this leader for better future do not trust the opposition #victory #joinnow,0.002668089647812167,0.2555259375294833,0.876
C0324,Don't listen to this fake news! The truth is hidden by mainstream media!,18,12.33,0.712,38.63,1,dont listen to this fake news the truth is hidden by mainstream media,0.009071504802561366,0.9314037795675153,0.712
C0325,"Haha that is so funny, thanks for making my day!",1236,0.68,0.041,10.42,0,haha that is so funny thanks for making my day,0.6590181430096052,-0.9040220618644361,0.041
C0326,Earn passive income easily. Sign up using code BOT999. Real cash! #ALERT,147,12.29,0.894,28.6,1,earn passive income easily sign up using code bot real cash #alert,0.07790821771611527,0.9251018882664612,0.894
C0327,The customer service was really helpful and sorted my issue in 5 minutes. 👍,1290,0.28,0.173,9.36,0,the customer service was really helpful and sorted my issue in minutes,0.6878335112059766,-0.9670409748749751,0.173
C0328,The customer service was really helpful and sorted my issue in 5 minutes.,944,0.65,0.208,6.65,0,the customer service was really helpful and sorted my issue in minutes,0.5032017075773747,-0.9087484803402265,0.208
C0329,Just finished reading this book. Highly recommend it to everyone.,444,0.29,0.126,12.44,0,just finished reading this book highly recommend it to everyone,0.23639274279615796,-0.9654655020497117,0.126
C0330,That match last night was insane! What a finish in the last minute. 😊,1083,0.25,0.0,22.78,0,that match last night was insane what a finish in the last minute,0.5773745997865529,-0.9717673933507656,0.0
C0331,This is completely fake! Stop spreading negative rumors immediately!,22,7.47,0.799,25.09,1,this is completely fake stop spreading negative rumors immediately,0.011205976520811099,0.16572398648946518,0.799
C0332,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #MUSTWATCH,146,10.46,0.856,22.53,1,amazing offer get free crypto now click link below #mustwatch,0.07737459978655284,0.6367903612432452,0.856
C0333,Can someone explain how to solve the 3rd question in the ML assignment? haha,1266,0.67,0.21,9.46,0,can someone explain how to solve the rd question in the ml assignment haha,0.6750266808964782,-0.9055975346896995,0.21
C0334,Earn passive income easily. Sign up using code BOT999. Real cash!,16,11.05,0.864,29.13,1,earn passive income easily sign up using code bot real cash,0.0080042689434365,0.7297432579337904,0.864
C0335,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,13,12.2,0.82,34.17,1,support #leader now share this message to groups now,0.0064034151547492,0.91092263283909,0.82
C0336,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,60,12.79,0.797,36.43,1,support #leader now share this message to groups now,0.03148345784418356,1.003875529529635,0.797
C0337,Can someone explain how to solve the 3rd question in the ML assignment? 👍,1356,0.67,0.151,5.44,0,can someone explain how to solve the rd question in the ml assignment,0.7230522945570972,-0.9055975346896995,0.151
C0338,Earn passive income easily. Sign up using code BOT999. Real cash! #ALERT,16,10.51,0.681,32.0,1,earn passive income easily sign up using code bot real cash #alert,0.0080042689434365,0.6446677253695624,0.681
C0339,"I'm not sure if this is correct, but let's see how it goes.",821,0.05,0.085,1.0,0,im not sure if this is correct but lets see how it goes,0.43756670224119537,-1.0032768498560352,0.085
C0340,Follow my account for free premium tips and tricks. Guaranteed success!,4,13.17,0.655,39.52,1,follow my account for free premium tips and tricks guaranteed success,0.0016008537886873,1.0637434968896475,0.655
C0341,Unbelievable development! Best leader of all time! Truly visionary leadership! #ALERT,29,8.13,0.85,21.81,1,unbelievable development best leader of all time truly visionary leadership #alert,0.014941302027748132,0.26970519295685486,0.85
C0342,Earn passive income easily. Sign up using code BOT999. Real cash! #ALERT,159,11.75,0.818,25.41,1,earn passive income easily sign up using code bot real cash #alert,0.08431163287086448,0.8400263557022336,0.818
C0343,Just finished reading this book. Highly recommend it to everyone.,554,0.41,0.111,12.85,0,just finished reading this book highly recommend it to everyone,0.29509071504802564,-0.9465598281465499,0.111
C0344,The customer service was really helpful and sorted my issue in 5 minutes. !!,864,0.5,0.194,17.95,0,the customer service was really helpful and sorted my issue in minutes,0.46051227321238,-0.9323805727191786,0.194
C0345,This channel is biased and spreading fake propaganda. Ban them! #JOINNOW,11,14.0,1.0,36.32,1,this channel is biased and spreading fake propaganda ban them #joinnow,0.005336179295624333,1.1945077413865162,1.0
C0346,Just finished reading this book. Highly recommend it to everyone. haha,716,0.46,0.249,9.46,0,just finished reading this book highly recommend it to everyone haha,0.38153681963713987,-0.9386824640202326,0.249
C0347,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,17,7.32,0.865,24.73,1,this is the best government in history clean sweep in next elections #propagandacampaign,0.008537886872998933,0.1420918941105131,0.865
C0348,That match last night was insane! What a finish in the last minute. 😊,569,0.05,0.095,13.96,0,that match last night was insane what a finish in the last minute,0.3030949839914622,-1.0032768498560352,0.095
C0349,Beautiful weather today. Going out for a cup of coffee. 👍,208,0.56,0.148,14.9,0,beautiful weather today going out for a cup of coffee,0.11045891141942371,-0.9229277357675979,0.148
C0350,Boycott this movie! It hurts community sentiments! #BoycottTrending,4,4.16,1.0,11.62,1,boycott this movie it hurts community sentiments #boycotttrending,0.0016008537886873,-0.35575751867274585,1.0
C0351,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #MUSTWATCH,12,11.84,0.779,39.14,1,the truth has been exposed watch this video before it gets deleted #mustwatch,0.005869797225186767,0.8542056111296049,0.779
C0352,Unbelievable development! Best leader of all time! Truly visionary leadership!,15,8.5,0.527,26.35,1,unbelievable development best leader of all time truly visionary leadership,0.007470651013874066,0.3279976874916034,0.527
C0353,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,94,12.83,0.72,35.49,1,the truth has been exposed watch this video before it gets deleted,0.0496264674493063,1.0101774208306893,0.72
C0354,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026 #MUSTWATCH,35,5.6,0.751,16.98,1,support this leader for better future do not trust the opposition #victory #mustwatch,0.01814300960512273,-0.12888943183480514,0.751
C0355,Boycott this movie! It hurts community sentiments! #BoycottTrending #ALERT,31,15.69,0.889,43.57,1,boycott this movie it hurts community sentiments #boycotttrending #alert,0.016008537886873,1.4607626488560437,0.889
C0356,Just finished reading this book. Highly recommend it to everyone.,1320,0.97,0.153,8.23,0,just finished reading this book highly recommend it to everyone,0.7038420490928495,-0.8583333499317952,0.153
C0357,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,5,12.35,1.0,34.94,1,support this leader for better future do not trust the opposition #victory,0.0021344717182497333,0.9345547252180422,1.0
C0358,"Honestly, I think the movie was slightly overrated, but the acting was top tier. ...",836,0.57,0.105,7.99,0,honestly i think the movie was slightly overrated but the acting was top tier,0.44557097118463185,-0.9213522629423343,0.105
C0359,Just finished reading this book. Highly recommend it to everyone.,1319,0.21,0.017,15.4,0,just finished reading this book highly recommend it to everyone,0.7033084311632871,-0.9780692846518195,0.017
C0360,I absolutely love this new update! The UI looks clean and crisp. 👍,1263,0.36,0.106,13.41,0,i absolutely love this new update the ui looks clean and crisp,0.6734258271077909,-0.9544371922728673,0.106
C0361,"I'm not sure if this is correct, but let's see how it goes.",516,0.27,0.238,15.04,0,im not sure if this is correct but lets see how it goes,0.27481323372465316,-0.9686164477002386,0.238
C0362,What a great performance by the team. Very happy with the result. 👍,1324,0.12,0.1,13.41,0,what a great performance by the team very happy with the result,0.7059765208110993,-0.9922485400791908,0.1
C0363,What a great performance by the team. Very happy with the result. haha,429,0.69,0.272,9.08,0,what a great performance by the team very happy with the result haha,0.22838847385272146,-0.9024465890391725,0.272
C0364,"I'm not sure if this is correct, but let's see how it goes. 😊",815,0.94,0.33,15.73,0,im not sure if this is correct but lets see how it goes,0.4343649946638207,-0.8630597684075856,0.33
C0365,Earn passive income easily. Sign up using code BOT999. Real cash! #MUSTWATCH,33,14.37,0.756,36.76,1,earn passive income easily sign up using code bot real cash #mustwatch,0.017075773745997867,1.2528002359212647,0.756
C0366,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,79,9.62,0.646,19.89,1,support #leader now share this message to groups now,0.0416221985058698,0.5044506439211128,0.646
C0367,Can someone explain how to solve the 3rd question in the ML assignment?,30,0.67,0.165,9.58,0,can someone explain how to solve the rd question in the ml assignment,0.015474919957310564,-0.9055975346896995,0.165
C0368,The customer service was really helpful and sorted my issue in 5 minutes.,667,0.56,0.134,5.3,0,the customer service was really helpful and sorted my issue in minutes,0.3553895410885806,-0.9229277357675979,0.134
C0369,That match last night was insane! What a finish in the last minute.,1165,0.59,0.177,16.19,0,that match last night was insane what a finish in the last minute,0.6211312700106724,-0.9182013172918074,0.177
C0370,Follow my account for free premium tips and tricks. Guaranteed success!,19,8.75,0.859,28.13,1,follow my account for free premium tips and tricks guaranteed success,0.0096051227321238,0.36738450812319035,0.859
C0371,"This recipe looks delicious, definitely trying it out this Sunday!",1065,0.85,0.168,5.52,0,this recipe looks delicious definitely trying it out this sunday,0.567769477054429,-0.877239023834957,0.168
C0372,Follow my account for free premium tips and tricks. Guaranteed success!,126,11.62,0.79,30.19,1,follow my account for free premium tips and tricks guaranteed success,0.06670224119530417,0.8195452089738083,0.79
C0373,Follow my account for free premium tips and tricks. Guaranteed success!,8,14.31,0.949,40.44,1,follow my account for free premium tips and tricks guaranteed success,0.0037353255069370334,1.243347398969684,0.949
C0374,"Wow, that sunset is gorgeous! Thanks for sharing the photo. !!",923,1.01,0.174,25.01,0,wow that sunset is gorgeous thanks for sharing the photo,0.4919957310565636,-0.8520314586307414,0.174
C0375,Boycott this movie! It hurts community sentiments! #BoycottTrending #MUSTWATCH,11,19.25,0.875,53.56,1,boycott this movie it hurts community sentiments #boycotttrending #mustwatch,0.005336179295624333,2.0216309746498418,0.875
C0376,"This recipe looks delicious, definitely trying it out this Sunday! ...",1160,0.31,0.198,10.75,0,this recipe looks delicious definitely trying it out this sunday,0.6184631803628603,-0.9623145563991848,0.198
C0377,"This recipe looks delicious, definitely trying it out this Sunday! ...",792,0.75,0.057,18.44,0,this recipe looks delicious definitely trying it out this sunday,0.4220917822838848,-0.8929937520875917,0.057
C0378,"Haha that is so funny, thanks for making my day!",630,0.58,0.01,15.6,0,haha that is so funny thanks for making my day,0.3356456776947706,-0.9197767901170708,0.01
C0379,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1378,0.35,0.039,13.39,0,honestly i think the movie was slightly overrated but the acting was top tier,0.7347918890074707,-0.9560126650981309,0.039
C0380,This person is a traitor! Stop spreading lies about our great country! #JOINNOW,1,17.82,0.706,51.44,1,this person is a traitor stop spreading lies about our great country #joinnow,0.0,1.7963383606371648,0.706
C0381,Boycott this movie! It hurts community sentiments! #BoycottTrending,96,6.2,0.667,14.34,1,boycott this movie it hurts community sentiments #boycotttrending,0.05069370330843117,-0.0343610623189964,0.667
C0382,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign #MUSTWATCH,63,8.72,1.0,22.45,1,this is the best government in history clean sweep in next elections #propagandacampaign #mustwatch,0.033084311632870865,0.36265808964740004,1.0
C0383,Does anyone know if the local train is running on schedule today?,889,0.78,0.008,3.2,0,does anyone know if the local train is running on schedule today,0.4738527214514408,-0.8882673336118012,0.008
C0384,Does anyone know if the local train is running on schedule today?,189,0.88,0.095,24.79,0,does anyone know if the local train is running on schedule today,0.10032017075773747,-0.8725126053591665,0.095
C0385,This person is a traitor! Stop spreading lies about our great country!,31,12.51,0.717,40.31,1,this person is a traitor stop spreading lies about our great country,0.016008537886873,0.9597622904222579,0.717
C0386,"I don't agree with your opinion, but I appreciate the respectful debate here.",1554,0.99,0.246,8.88,0,i dont agree with your opinion but i appreciate the respectful debate here,0.828708644610459,-0.8551824042812682,0.246
C0387,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!! #JOINNOW,53,15.31,0.702,40.61,1,amazing offer get free crypto now click link below #joinnow,0.02774813233724653,1.4008946814960315,0.702
C0388,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,2,16.46,0.722,48.89,1,this is the best government in history clean sweep in next elections #propagandacampaign,0.0005336179295624333,1.5820740564013318,0.722
C0389,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",1072,0.05,0.23,9.84,0,honestly i think the movie was slightly overrated but the acting was top tier,0.5715048025613662,-1.0032768498560352,0.23
C0390,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,18,8.46,0.79,24.88,1,support #leader now share this message to groups now,0.009071504802561366,0.3216957961905496,0.79
C0391,The customer service was really helpful and sorted my issue in 5 minutes. !!,1405,0.69,0.048,21.27,0,the customer service was really helpful and sorted my issue in minutes,0.7491995731056564,-0.9024465890391725,0.048
C0392,Unbelievable development! Best leader of all time! Truly visionary leadership!,31,10.6,0.831,33.39,1,unbelievable development best leader of all time truly visionary leadership,0.016008537886873,0.6588469807969336,0.831
C0393,Earn passive income easily. Sign up using code BOT999. Real cash! #ALERT,15,10.78,1.0,35.83,1,earn passive income easily sign up using code bot real cash #alert,0.007470651013874066,0.6872054916516762,1.0
C0394,That match last night was insane! What a finish in the last minute.,604,0.16,0.164,3.16,0,that match last night was insane what a finish in the last minute,0.3217716115261473,-0.9859466487781369,0.164
C0395,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,11,16.13,0.777,43.67,1,this is the best government in history clean sweep in next elections #propagandacampaign,0.005336179295624333,1.5300834531676368,0.777
C0396,Can someone explain how to solve the 3rd question in the ML assignment?,960,0.44,0.289,6.44,0,can someone explain how to solve the rd question in the ml assignment,0.5117395944503735,-0.9418334096707595,0.289
C0397,What a great performance by the team. Very happy with the result.,779,0.56,0.112,1.0,0,what a great performance by the team very happy with the result,0.4151547491995731,-0.9229277357675979,0.112
C0398,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign #JOINNOW,40,11.36,0.728,32.81,1,this is the best government in history clean sweep in next elections #propagandacampaign #joinnow,0.0208110992529349,0.7785829155169579,0.728
C0399,"I'm not sure if this is correct, but let's see how it goes.",400,0.59,0.227,18.13,0,im not sure if this is correct but lets see how it goes,0.2129135538954109,-0.9182013172918074,0.227
C0400,The customer service was really helpful and sorted my issue in 5 minutes. haha,759,0.44,0.062,7.87,0,the customer service was really helpful and sorted my issue in minutes haha,0.40448239060832447,-0.9418334096707595,0.062
C0401,Can someone explain how to solve the 3rd question in the ML assignment?,709,0.61,0.241,7.98,0,can someone explain how to solve the rd question in the ml assignment,0.3778014941302028,-0.9150503716412803,0.241
C0402,This channel is biased and spreading fake propaganda. Ban them!,18,9.9,0.798,29.15,1,this channel is biased and spreading fake propaganda ban them,0.009071504802561366,0.5485638830284904,0.798
C0403,Can someone explain how to solve the 3rd question in the ML assignment? !!,347,0.05,0.047,13.24,0,can someone explain how to solve the rd question in the ml assignment,0.18463180362860193,-1.0032768498560352,0.047
C0404,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,25,12.35,0.612,33.04,1,this is the best government in history clean sweep in next elections #propagandacampaign,0.012806830309498399,0.9345547252180422,0.612
C0405,"Honestly, I think the movie was slightly overrated, but the acting was top tier. 👍",1117,0.12,0.179,5.22,0,honestly i think the movie was slightly overrated but the acting was top tier,0.5955176093916756,-0.9922485400791908,0.179
C0406,This person is a traitor! Stop spreading lies about our great country!,19,12.32,0.842,32.42,1,this person is a traitor stop spreading lies about our great country,0.0096051227321238,0.9298283067422519,0.842
C0407,"I don't agree with your opinion, but I appreciate the respectful debate here.",673,0.37,0.096,15.16,0,i dont agree with your opinion but i appreciate the respectful debate here,0.3585912486659552,-0.9528617194476039,0.096
C0408,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!! #JOINNOW,25,10.2,0.678,29.44,1,support #leader now share this message to groups now #joinnow,0.012806830309498399,0.5958280677863945,0.678
C0409,"Haha that is so funny, thanks for making my day!",971,0.71,0.168,10.16,0,haha that is so funny thanks for making my day,0.5176093916755603,-0.8992956433886456,0.168
C0410,"I'm not sure if this is correct, but let's see how it goes.",468,0.53,0.043,1.0,0,im not sure if this is correct but lets see how it goes,0.24919957310565635,-0.9276541542433882,0.043
C0411,That match last night was insane! What a finish in the last minute.,974,0.77,0.0,6.95,0,that match last night was insane what a finish in the last minute,0.5192102454642477,-0.8898428064370647,0.0
C0412,Boycott this movie! It hurts community sentiments! #BoycottTrending #ALERT,32,9.16,0.809,30.49,1,boycott this movie it hurts community sentiments #boycotttrending #alert,0.016542155816435433,0.43197889395899297,0.809
C0413,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #MUSTWATCH,19,12.23,0.722,32.23,1,click here to earn daily working from home real link in bio #mustwatch,0.0096051227321238,0.9156490513148806,0.722
C0414,This person is a traitor! Stop spreading lies about our great country!,6,16.65,0.708,41.99,1,this person is a traitor stop spreading lies about our great country,0.002668089647812167,1.6120080400813375,0.708
C0415,Follow my account for free premium tips and tricks. Guaranteed success! #MUSTWATCH,64,12.38,0.765,28.06,1,follow my account for free premium tips and tricks guaranteed success #mustwatch,0.0336179295624333,0.9392811436938329,0.765
C0416,Does anyone know if the local train is running on schedule today? 😊,1153,0.48,0.132,27.97,0,does anyone know if the local train is running on schedule today,0.6147278548559232,-0.9355315183697057,0.132
C0417,Beautiful weather today. Going out for a cup of coffee.,919,0.27,0.107,17.74,0,beautiful weather today going out for a cup of coffee,0.4898612593383138,-0.9686164477002386,0.107
C0418,"I'm not sure if this is correct, but let's see how it goes.",845,0.07,0.242,8.66,0,im not sure if this is correct but lets see how it goes,0.45037353255069373,-1.0001259042055082,0.242
C0419,Don't listen to this fake news! The truth is hidden by mainstream media!,26,16.75,0.864,47.87,1,dont listen to this fake news the truth is hidden by mainstream media,0.013340448239060833,1.6277627683339726,0.864
C0420,"This recipe looks delicious, definitely trying it out this Sunday! 👍",723,0.13,0.162,16.91,0,this recipe looks delicious definitely trying it out this sunday,0.38527214514407687,-0.9906730672539273,0.162
C0421,Does anyone know if the local train is running on schedule today?,1062,0.75,0.107,10.67,0,does anyone know if the local train is running on schedule today,0.5661686232657418,-0.8929937520875917,0.107
C0422,Struggling with coding errors all day... need a break lol.,993,0.34,0.098,13.49,0,struggling with coding errors all day need a break lol,0.5293489861259338,-0.9575881379233944,0.098
C0423,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,5,15.04,1.0,39.15,1,this is the best government in history clean sweep in next elections #propagandacampaign,0.0021344717182497333,1.3583569152139177,1.0
C0424,Does anyone know if the local train is running on schedule today?,809,0.92,0.142,14.26,0,does anyone know if the local train is running on schedule today,0.43116328708644613,-0.8662107140581126,0.142
C0425,What a great performance by the team. Very happy with the result.,375,0.63,0.131,16.93,0,what a great performance by the team very happy with the result,0.19957310565635006,-0.9118994259907535,0.131
C0426,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,6,12.13,0.768,40.4,1,the truth has been exposed watch this video before it gets deleted,0.002668089647812167,0.8998943230622459,0.768
C0427,Don't listen to this fake news! The truth is hidden by mainstream media!,67,12.9,0.823,32.84,1,dont listen to this fake news the truth is hidden by mainstream media,0.0352187833511206,1.0212057306075335,0.823
C0428,"I don't agree with your opinion, but I appreciate the respectful debate here.",935,0.41,0.167,18.59,0,i dont agree with your opinion but i appreciate the respectful debate here,0.49839914621131276,-0.9465598281465499,0.167
